wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
1622,"[{'material': 'Plywood', 'thickness': np.float64(0.017), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(10.204), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.037), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(1.783), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.077,0.692,142.939,16.014,14.451,73.34
1623,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.034), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(9.901), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Plywood', 'thickness': np.float64(0.007), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(25.0), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.052,0.162,82.52,9.998,61.728,39.69
1624,"[{'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.081), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.444), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.102,2.279,138.54,25.256,4.388,26.47
1625,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Straw board', 'thickness': np.float64(0.03), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(1.901), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Plywood', 'thickness': np.float64(0.02), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.696), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.061,0.662,58.216,17.167,15.106,36.96
1626,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.1), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(7.874), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.083), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.518), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.195,2.08,51.87,210.141,4.808,67.4
1627,"[{'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.035), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(9.615), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.014), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(37.037), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.213,0.257,108.63,48.634,38.911,47.42
1628,"[{'material': 'Plywood', 'thickness': np.float64(0.02), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(8.696), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.094), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.5), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Plywood', 'thickness': np.float64(0.024), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.246), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.288,2.36,25.788,66.439,4.237,75.97
1629,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.03), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(26.316), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Soft board', 'thickness': np.float64(0.047), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(1.404), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.014), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(37.037), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.091,0.777,64.757,65.778,12.87,86.19
1630,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.014), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(37.037), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Straw board', 'thickness': np.float64(0.079), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(0.722), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.103,1.427,109.188,17.925,7.008,28.2
1631,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.096), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.197), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Soft board', 'thickness': np.float64(0.078), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(0.846), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Plywood', 'thickness': np.float64(0.008), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(21.739), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.182,1.35,30.782,198.829,7.407,98.71
1632,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.102), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(7.752), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.09), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.478), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Plywood', 'thickness': np.float64(0.008), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(21.739), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.2,2.268,29.969,216.136,4.409,79.92
1633,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Soft board', 'thickness': np.float64(0.032), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(2.062), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Reinforced concrete cement (RCC)', 'thickness': np.float64(0.222), 'density': np.float64(2288.0), 'conductivity': np.float64(1.58), 'u_value': np.float64(7.092), 'embodied_carbon_coefficient': np.float64(0.159), 'cost': np.float64(49.36), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#9b866f'}, {'material': 'Plywood', 'thickness': np.float64(0.006), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(29.412), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.272,0.683,82.044,89.581,14.641,100.39
1634,"[{'material': 'Plywood', 'thickness': np.float64(0.011), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(15.873), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Soft board', 'thickness': np.float64(0.089), 'density': np.float64(320.0), 'conductivity': np.float64(0.066), 'u_value': np.float64(0.742), 'embodied_carbon_coefficient': np.float64(0.12), 'cost': np.float64(24.57), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Cement plaster', 'thickness': np.float64(0.012), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(58.824), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.112,1.428,75.439,23.779,7.003,54.79
1635,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.043), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(18.519), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Mineral wool (unbonded)', 'thickness': np.float64(0.031), 'density': np.float64(73.5), 'conductivity': np.float64(0.03), 'u_value': np.float64(0.968), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b9b7ba'}, {'material': 'Plywood', 'thickness': np.float64(0.007), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(25.0), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.081,1.127,44.487,91.043,8.873,90.39
1636,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.014), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(37.037), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Foam glass', 'thickness': np.float64(0.035), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(1.6), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.06,0.673,86.256,13.413,14.859,86.21
1637,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.057), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(13.889), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Cork slab', 'thickness': np.float64(0.098), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.449), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Plywood', 'thickness': np.float64(0.017), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(10.204), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.172,2.397,24.542,127.879,4.172,96.0
1638,"[{'material': 'Plywood', 'thickness': np.float64(0.024), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.246), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.022), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(1.908), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.209,0.787,74.056,60.591,12.706,51.72
1639,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.076), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.417), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Straw board', 'thickness': np.float64(0.08), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(0.712), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Cement plaster', 'thickness': np.float64(0.014), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(52.632), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.17,1.519,63.761,169.003,6.583,75.88
1640,"[{'material': 'Plywood', 'thickness': np.float64(0.012), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(14.493), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.037), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.163), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.077,1.318,18.227,23.185,7.587,57.45
1641,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.043), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(18.519), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.07), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.614), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Plywood', 'thickness': np.float64(0.018), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.709), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.131,1.785,28.842,107.969,5.602,90.39
1642,"[{'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.022), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.953), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.064,0.94,44.434,16.133,10.638,34.46
1643,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.096), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.197), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.087), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(0.483), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.01), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(50.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.193,2.213,58.68,210.543,4.519,66.63
1644,"[{'material': 'Plywood', 'thickness': np.float64(0.019), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.174), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.074), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.581), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.108,1.859,44.238,23.74,5.379,32.24
1645,"[{'material': 'Plywood', 'thickness': np.float64(0.022), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.937), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.036), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.098,0.634,103.187,26.236,15.773,76.74
1646,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.064), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.672), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid burnt clay brick', 'thickness': np.float64(0.012), 'density': np.float64(1920.0), 'conductivity': np.float64(0.98), 'u_value': np.float64(83.333), 'embodied_carbon_coefficient': np.float64(0.012), 'cost': np.float64(22.31), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#b4b2b3'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.102,1.55,166.107,18.48,6.452,52.5
1647,"[{'material': 'Plywood', 'thickness': np.float64(0.015), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(11.628), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.028), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(1.536), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.204,0.865,70.129,44.023,11.561,59.2
